"","date","full_text","country","participant"
"11",2020-06-29 16:05:03,"🇲🇬 Fluctuations des prix des produits agricoles et PPN face aux mesures restrictives de la crise sanitaire #Covid19. Baisse de bénéfices des vendeurs de légumes et fruits. Lire cet article pour plus d'informations
 👉https://t.co/ejYRv5RmsO

#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"12",2020-06-29 16:04:23,"🇲🇬 Comment la filière avicole est-elle impactée par la crise sanitaire de #Covid19 à #Madagascar? Quels sont les solutions proposées ? Lire cet article pour plus d'informations 
👉https://t.co/G2UTmQmaSG 

#Covid19FoodFuture @Maya_disraeli","Madagascar","mayadisraeli"
"13",2020-06-29 15:29:52,"#SOUTHAFRICA Diesel theft to cause a severe increase in the price of potato and potato products including chips. There has been numerous crime towards diesel and diesel pipes and this has affected the price of potato  @ndomfuh_1 #Covid19foodfuture https://t.co/TCEdS7KjyE","South Africa","ndomfuh_1"
"14",2020-06-29 14:26:34,"2/5 Women will probably face additional work in caring for the sick, on top of their often already heavy workloads. Their daughters may be taken out of school to help them. 📷USAID #Covid19FoodFuture @YaredTesema1 https://t.co/ilzs88gHAH","Global","YaredTesema1"
"15",2020-06-29 14:26:33,"1/5 Agricultural output will fall, owing mainly to reduced demand for high-value perishables &amp; export crops, especially air-freighted exports. #Covid19FoodFuture @YaredTesema1 https://t.co/5vU3CfJ9cb","Global","YaredTesema1"
"16",2020-06-29 14:26:33,"Covid-19 has impacted both developing and developed countries around the world. APRA has posted an article about Rapid response: how to deal with COVID-19 in rural Africa? The five highlights are:
https://t.co/CIqfwNsqsx #Covid19FoodFuture @YaredTesema1 https://t.co/5gmm2kHzU3","Global","YaredTesema1"
"17",2020-06-29 14:10:56,"RDC- Covid19: https://t.co/6y5JD8yOjD invite les producteurs, transformateurs, commerçants, … à s’enregistrer gratuitement à sa plateforme pour la promotion et la vente des produits agricoles en ligne . @EMvuenga #Covid19FoodFuture https://t.co/efXen8QnZH","DRC","EMvuenga"
"18",2020-06-29 14:07:12,"Au #Benin, plusieurs secteurs d'activités ont été durement touchés par la crise du #covid19.
#Secteur de la #distribution
#SybileHoueton, entrepreneure #JLB @fesbenin nous partage son expérience dans cet article de @josherbert25 
https://t.co/FsNXo1J0bX
#covid19foodfuture #wasexo","Benin","josherbert25"
"19",2020-06-29 14:07:01,"RDC – Aux conflits armées paralysent l’Est du pays, s’ajoute la crise de Covid-19.  Le gouvernement devrait en urgence faciliter à l’accès aux intrants de production aux éleveurs des bœufs dans cette partie du pays . @EMvuenga #Covid19FoodFuture https://t.co/PKZS4nNPZ4","DRC","EMvuenga"
"20",2020-06-29 14:02:09,"RDC- Agro-entrepreneuriat : Dans le Grand #Katanga, #Clarisse_Tshikwata produit et transforme des tomates pour les grandes agglomérations. https://t.co/8NYrWNwAkP @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"21",2020-06-29 14:00:50,"AFRICA- COVID-19 :  Au Nigéria, les prix des denrées alimentaires ont flambé.  Comme @JohnAgboola_ , un sac de sucre (50Kgs) par exemple, a subi une inflation de 46% comparativement à la période avant pandémie. https://t.co/23eE3rVb1R @EMvuenga #Covid19FoodFuture","Global","EMvuenga"
"22",2020-06-29 13:59:21,"AFRICA- Au Togo,  la Banque africaine de développement (@AfDB_Group) réaffecte un prêt de 3 millions de dollars à son secteur agricole en réponse à la pandémie de #Covid19.  https://t.co/gvrxM9AkJA @EMvuenga #Covid19FoodFuture","Global","EMvuenga"
"23",2020-06-29 13:55:12,"AFRICA- Alors que la #Covid19 impact tous les secteurs de la production, quels effets pour l’agriculture familiale ? Quelles pistes de solutions innovantes ? 
👉https://t.co/3xwLNWw2x3 @EMvuenga #Covid19FoodFuture","Global","EMvuenga"
"24",2020-06-29 13:54:19,"AFRICA- COVID19 : A Madagascar,  le transport des produits agricoles a triplé, soit de 8000 ariary (2 euro) à 30 000 ariary (7,5 euro) pour un panier selon @MalalaOnisoa. 👉https://t.co/YXl9mFYxCq @EMvuenga #Covid19FoodFuture","Madagascar","EMvuenga"
"25",2020-06-29 13:44:57,"#Kenya 

📌Covid19 has confirmed the importance of having a resilient food system. Achieving this requires to develop a well functioning system.

📌This article highlights actions towards achieving that: 

https://t.co/uge1uevKJb 

#Covid19FoodFuture @sharonjcheboi","Kenya","sharonjcheboi"
"26",2020-06-29 13:40:55,"#Kenya 
The current food system leaves little to no room for traceability especially for perishables due to inadequate infrastructural &amp; physical systems 

How then can food safety be collectively achieved?

Here's how: https://t.co/dK9ng72U6z 

#Covid19FoodFuture @sharonjcheboi","Kenya","sharonjcheboi"
"27",2020-06-29 13:35:55,"#Kenya 

📌Could #Covid19 response of donating food packages increase nutritional security?

📌And how can this ripple effect into food insecurity be minimised?  

📌Learn more - https://t.co/yAh4zLTBVE

#Covid19FoodFuture @sharonjcheboi","Kenya","sharonjcheboi"
"28",2020-06-29 13:06:07,"#MADAGASCAR- #Covid19.  Selon le PCA du Malagasy Daisy Board #MDB, ""Sans Soutien de l'Etat, les producteurs n'auront pas les moyens de relancer cette filière après cette crise sanitaire"". Voir plus sur le lien👇

➡️ https://t.co/D1o1RfqoMP

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Madagascar","MalalaOnisoa"
"29",2020-06-29 12:59:33,"#MADAGASCAR - #Covid19 Le Président du sénat s'y mets afin de sensibiliser la consommation et la production locales pour redynamiser l'agriculture. Voir plus en suivant le lien suivant 👇

🔗https://t.co/SGdTaI5jQ1

#Covid19FoodFuture @MalalaOnisoa  🇲🇬","Madagascar","MalalaOnisoa"
"30",2020-06-29 09:55:01,"#KENYA - @sharonjcheboi shares how the most socio-economically vulnerable groups of people in the country have been affected by #Covid_19 without proper support for nutritious foods.  
🔗https://t.co/iHhWPzAKQN 

#Covid19FoodFuture @kanyemba_nellie","Kenya","kanyemba_nellie"
"31",2020-06-29 09:53:36,"Tough times in #Nigeria as people have to adjust their food buying patterns due to #Covid_19 as @JohnAgboola_  shares in this article 🔗https://t.co/adjzwfpH5X 

#Covid19FoodFuture @kanyemba_nellie","Nigeria","JohnAgboola_"
"32",2020-06-29 09:52:30,"#Nigeria experiences a glut in its poultry industry. But is it because of #Covid_19? @miss_abimbola highlights  more in this article 🔗https://t.co/khNJZ3Gqil 

#Covid19FoodFuture @kanyemba_nellie","Nigeria","kanyemba_nellie"
"33",2020-06-28 19:54:35,"Increasingly, farmers are realizing that adding value to farm fresh products, especially tomatoes, is a viable way to adapt to the current crisis, and reduce their losses of perishable farm products. 

https://t.co/ImeaAYDeuw @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"34",2020-06-28 19:52:24,"There has been a recent surge of advertisements on social media, offering a range of processed products, such as tomato paste, sauce, chili, jam, and dried vegetables.

 https://t.co/ImeaAYDeuw

 @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"35",2020-06-28 19:50:34,"Increased regulation of markets can be a way of minimizing spread of the virus, and also prevent the loss of farm produce most of which is perishable. @Kayembanelie shared a case study here - https://t.co/ImeaAYDeuw @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"36",2020-06-28 18:44:49,"#AFRICA- In a number of her #Covid19FoodFuture articles, @sharonjcheboi has argued on the value of robust social protection systems for food security during crises such as #COVID19. Her recent post speaks for nursing mothers &amp; infants @olareeh:  https://t.co/S9IXLwn75H","Global","olareeh"
"37",2020-06-28 18:36:43,"#AFRICA- Due to disruptions by #COVID19, food price increases have been recorded in Lagos, #Nigeria #Covid19FoodFuture. In his latest post, @JohnAgboola_ proposes some of the approaches which could be taken to keep prices low @olareeh: https://t.co/hY6Su9tcGM https://t.co/hUZSfcAPeA","Nigeria","JohnAgboola_"
"38",2020-06-28 18:28:30,"#AFRICA- According to @WHO, the efficacy of herbal supplements as a cure for #COVID19 is questionable. Still, people use them. @kanyemba_nellie explains how it has led to a sharp rise in demand for garlics in #Malawi #Covid19FoodFuture @olareeh: https://t.co/ceTtjAIe8v https://t.co/4JRM14p8tm","Malawi","kanyemba_nellie"
"39",2020-06-28 16:03:10,"RDC-  Covid19 : Le gouvernement promet d’accompagner les unités et les institutions œuvrant  dans la transformation des produits agricoles à l’instar de #CIVAK_Kimpese. https://t.co/tYp8Ryku0l  @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"40",2020-06-28 16:02:03,"AFRICA-  Covid-19 Food Future : Comment les systèmes alimentaires se reconfigurent-ils pendant l’actuelle pandémie ? Découvrez 6 semaines de reportage passionnant grâce à  l’initiative de #Covid19FoodFuture. https://t.co/XdNnsvAHhE  @EMvuenga","Global","EMvuenga"
"41",2020-06-28 13:56:34,"🇲🇬50 milliards Ar afin de soutenir les MPME en difficulté en raison de la crise sanitaire.Quatre secteurs ont été priorisés pour pouvoir en bénéficier, à savoir, l’agriculture, l’élevage, le tourisme et l’industrie. 

👉https://t.co/Ppni3TB2wT 

#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"42",2020-06-28 13:52:10,"Certains produits agricoles sont enclavés dans leur zone de production à cause des mesures restrictives dans la partie est de #Madagascar, un des épicentres de la maladie #Covid19. Lire cet article pour plus d'informations https://t.co/MyHZGe5MWo
#Covid19FoodFuture @Maya_disraeli","Madagascar","mayadisraeli"
"43",2020-06-28 13:24:44,"#Kenya Fruit &amp; vegetable exports have been hurt but they can be redirected to local markets at substantially lower prices.

Read how the export horticulture industry has been hit by #Covid19.

https://t.co/AWJbioKRRd 

#Covid19FoodFuture @sharonjcheboi","Kenya","sharonjcheboi"
"44",2020-06-28 13:16:43,"#Kenya 

This goes on to emphasis the role of accessibility of food in food security, in which household self sufficiency is one way towards that.

https://t.co/fO59eKDDUp

#Covid19FoodFuture @sharonjcheboi","Kenya","sharonjcheboi"
"45",2020-06-28 13:14:09,"#Kenya 

The government recently launched the kitchen garden project for 1 million households to tackle the impending food crisis caused by #Covid19 pandemic.

https://t.co/2EQ3xRqTuv

#Covid19FoodFuture @sharonjcheboi","Kenya","sharonjcheboi"
"46",2020-06-28 11:56:24,"“One of the new avocado farmers explained that he is interested in the crop because he will make more money.”

Read the full article about Covid-19 and Ethiopia’s Green Legacy - https://t.co/K7bdExqQwp

#Covid19FoodFuture @YaredTesema1 https://t.co/ozzzwDXSbo","Ethiopia","YaredTesema1"
"47",2020-06-28 11:42:07,"AFRICA – There is no doubt that existing vulnerabilities in Africa’s agricultural &amp; food systems, combined w/ demand &amp; supply shocks likely to flow from COVID-19, could be heightened unless mitigating actions are taken now. https://t.co/bFWla6PScg #Covid19FoodFuture @JohnAgboola_ https://t.co/0BIDud836i","Global","JohnAgboola_"
"48",2020-06-28 11:40:39,"AFRICA – #COVID19 pandemic response: Immediate action could safeguard Africa’s food security and speed up the recovery of the agricultural sector. Here is how - https://t.co/bFWla6PScg #Covid19FoodFuture @JohnAgboola_

📷AfDB https://t.co/zzKyThHHgD","Global","JohnAgboola_"
"49",2020-06-28 11:38:55,"AFRICA – How can Africa safeguard its food systems through and beyond this crisis. A recent @McKinsey report highlights ways governments and private-sector actors can respond to the impact of COVID-19 on African agriculture https://t.co/bFWla6PScg #Covid19FoodFuture @JohnAgboola_","Global","JohnAgboola_"
"50",2020-06-28 11:38:37,"NIGERIA – #COVID19 pandemic response: In alleviating the impact of COVID-19 on food production, OCP Africa through its Agribooster project is aiming to support over 75,000 farmers in the new planting season.
Read more - https://t.co/cMnkVb1BtI #Covid19FoodFuture @JohnAgboola_ https://t.co/XkREP9c9xq","Nigeria","JohnAgboola_"
"51",2020-06-28 11:36:55,"NIGERIA – Amidst the #COVID19 pandemic, one agricultural enterprise is helping Nigerian farmers expand their business through inputs, loans, training, and provision of storage facilities for farmers in rural communities. https://t.co/A7dhfye0lZ #Covid19FoodFuture @JohnAgboola_","Nigeria","JohnAgboola_"
"52",2020-06-28 11:24:37,"#Globally🗺 – #Covid19. “Re-localization” of #FoodSupply is needed, #RenewableEnergy can greatly contribute to the necessary policy interventions needed to achieve it. @IISD_SDGs | Olivier Dubois | @FAO

💡https://t.co/RzOu7lzMCe

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📸PumpsAfrica https://t.co/fPv4dnmaOm","Global","MalalaOnisoa"
"53",2020-06-28 11:05:47,"#Africa 🌍 - @AU_Commission has urged African countries to utilize the #Covid19 phase for boosting #FoodSecurity 👩‍🌾👨‍🌾🌾 with agricultural research &amp; innovations 🚜📱🌾. @southerntimesa | @sharon_kavhu 

➡️ https://t.co/UH60kWvSWZ 

#Covid19FoodFuture @MalalaOnisoa 🇲🇬 https://t.co/bcWeScgooH","Global","MalalaOnisoa"
"54",2020-06-28 10:57:50,"#Globally 🗺 – #RenewableEnergy can play a key role in adjusting the global #FoodSystems 🌾at the time of #Covid19. @IISD_SDGs | Olivier Dubois | @FAO 

🔗https://t.co/RzOu7lzMCe

#Covid19FoodFuture @MalalaOnisoa🇲🇬
📸 Solarsolaire https://t.co/XsreKS4PNL","Global","MalalaOnisoa"
"55",2020-06-27 18:21:56,"#AFRICA- In the #DRC, the Ministry of Fisheries &amp; Livestock has established a USD 120m fund to support value chain players in the sector. As @EMvuenga writes, this is meant to boost production despite #COVID19 #Covid19FoodFuture @olareeh: https://t.co/JA0LFkfkXS https://t.co/Mo0usbZ30N","DRC","EMvuenga"
"56",2020-06-27 18:16:56,"🥙@WandieVille shares an insightful article on Ensuring #FoodSecurity Despite Realities of #Covid19🦠 via @thisdaylive 

🥙Read more here: https://t.co/QWH54XBuMe

🥙#Covid19FoodFuture @AmandaNamayi","Global","AmandaNamayi"
"57",2020-06-27 18:15:32,"💰 Investment in #agriculture is key to mitigate the impact of #COVID19🦠

💰 We not only need MORE investments but BETTER investments to ensure social, environmental &amp; economic sustainability

💰https://t.co/8szqEb8SSH @FAOInvest

#Covid19FoodFuture @AmandaNamayi

📷Courtesy https://t.co/Q0FyXkZYcd","Global","AmandaNamayi"
"58",2020-06-27 18:12:17,"#AFRICA- Rural development is essential for agricultural output to reach urban markets with minimal losses. @MalalaOnisoa has written an article showcasing how #COVID19 #Covid19FoodFuture reveals the severe infrastructural gaps in #Madagascar @olareeh: https://t.co/DJZwHYIDVp https://t.co/SUwbCXwC22","Madagascar","MalalaOnisoa"
"59",2020-06-27 18:11:15,"#Covid19 has brought about disruptions in the #food chain.
🌱Hydroponic provides fast route to #foodsecurity @farmbizAfrica shows us how

🌱https://t.co/MQSey5D2Ow

🌱#Covid19FoodFuture @AmandaNamayi https://t.co/RpRGNN2nmG","Global","AmandaNamayi"
"60",2020-06-27 18:03:05,"#AFRICA- Data, when analyzed well, provides useful insights which inform decisions. The #Covid19FoodFuture team has gathered useful data on how food systems in 9 countries are adapting to #COVID19. Here are the key insights after analysis @olareeh: https://t.co/Zafk8kFnRh https://t.co/9dJ0vHNVLw","Global","olareeh"
"61",2020-06-27 16:16:37,"🎥Video Diaries from #Nairobi in times of #COVID19 🎥
a @tmg_think initiative

Jackie reports on the availability and prices of vegetables #foodsecurity #nutrition

👉follow her story https://t.co/OUtVhNzmjT

👉more insights https://t.co/2ZMFcdpx7Y

#covid19foodfuture @lousvenja","Global","lousvenja"
"62",2020-06-27 09:03:47,"#MADAGASCAR – #Vanille ""Les prix plus bas cette année, 3 à 4 fois moins chers que les précédentes, cela nous fait mal. J’espère qu'une fois #Covid19 terminé, les prix vont se stabiliser"" dit Nestor un planteur @RTBFinfo

✅https://t.co/MQvmpODPMw

#Covid19FoodFuture @MalalaOnisoa","Madagascar","MalalaOnisoa"
"63",2020-06-27 08:55:07,"#Globally – Linking energy, Food Security and Helph Can help face #Covid19. @IISD_SDGs | Olivier Dubois | @FAO

👉https://t.co/RzOu7libdE

#Covid19FoodFuture @MalalaOnisoa🇲🇬","Global","MalalaOnisoa"
"64",2020-06-27 08:51:32,"#Globally - #Covid19 : The imperative of a Global #FoodSystem 🌾 transformation.
@gardiannews | @BarillaCFN | @martaantonelli_ | Gabriele Riccardi | @RiccardoValent. Read more here 👇

➡️ https://t.co/omN0XqapDu

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Global","MalalaOnisoa"
"65",2020-06-26 16:51:05,"#AFRICA- Places of worship often act as temples of solace. #COVID19 is a troubling time, with @WFP warning that upwards of 40m people face hunger in East Africa. This report shows assistive steps taken by churches in the region: https://t.co/3oAzgXMjta @olareeh #Covid19FoodFuture https://t.co/5RYWp1aCGp","Global","olareeh"
"66",2020-06-26 16:46:55,"#KENYA- The #COVID19 pandemic has changed food shopping habits among a segment of Kenyans. These include variations in the frequency of shopping, mode of transport used, use of cashless payment, &amp; increased online orders: https://t.co/valGfMdXDS @olareeh #Covid19FoodFuture https://t.co/Jhquvzi51D","Kenya","olareeh"
"67",2020-06-26 16:45:44,"#KENYA- A few weeks ago, some residents of Kikuyu Constituency suffered from food poisoning after being provided with poisoned food donations. One columnist wonders what happened to the highly-politicized police investigations: https://t.co/HHFeXCDb0T  @olareeh #Covid19FoodFuture https://t.co/1UJqOxLFzv","Kenya","olareeh"
"68",2020-06-26 16:43:24,"#KENYA- Health workers in Bungoma County have threatened to quit if the govt does not address their grievances, including unpaid allowances &amp; insufficient food supplies to  #COVID19 patients under isolation: https://t.co/wOIAGPRk2b @olareeh #Covid19FoodFuture https://t.co/YKy0z2jloB","Kenya","olareeh"
"69",2020-06-26 16:40:06,"#MADAGASCAR – A cause du crise mondiale du #Covid19, Le prix de la #vanille chute de plus de 60%. Madagascar, le premier producteur Mondial, tente de limiter les dégâts. @RTBFinfo

📌https://t.co/MQvmpOVrb6

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Madagascar","MalalaOnisoa"
"70",2020-06-26 16:28:21,"🇲🇬Les enfants recueillis dans le centre d'accueil à Arivonimamo sont formés en filière avicole afin d'enrichir leur connaissance dans ce secteur. Une belle opportunité pour promouvoir la filière utile en ces temps de crise.https://t.co/S7K08v8JXW
#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"71",2020-06-26 16:26:27,"🇲🇬La société Guanomad, le leader national en matière de production d’engrais biologique, entreprend des actions de RSE à travers l’association « Ho Maitso ny Tontolo »pour lutter contre le covid-19. 
👉https://t.co/8kvsmJATtl 

#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"72",2020-06-26 16:21:40,"#Covid19 Food Future : comment les systèmes alimentaires se reconfigurent-ils pendant l’actuelle pandémie ? https://t.co/PIazJ6gA1B
Points forts de 6 semaines de social media reporting en provenance de 9 pays !
@TMG_think @bruno__sj 
@wangumwangi
#covid19foodfuture
@josherbert25","Global","bruno__sj"
"73",2020-06-26 10:00:00,"RDC – Kongo Central : Dans un contexte d’isolement dû à la crise sanitaire de #Covid_19, la promotion des systèmes d’Information des Marchés Agricoles (#SIMA) permettra d’accentuer la productivité agricole des petits producteurs. @EMvuenga #Covid19FoodFuture  #D4Ag https://t.co/hRIKcIxpgZ","DRC","EMvuenga"
"74",2020-06-26 09:54:15,"RDC – COVID-19  : Le Ministère de Pêche et Élevage s’engage à contribuer à l’atténuation des effets économiques provoqués par la crise sanitaire. https://t.co/7qdNPhNpls  @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"75",2020-06-26 09:53:34,"AFRICA – Saviez que le #Covid_19 impact les #Foodsystems? Et que les acteurs de chaînes de valeur agricole s’adaptent face à la pandémie grâce aux innovations locales? Chaque semaine #Covid19FoodFuture vous offre des histoires passionnantes via
👉https://t.co/aQ8E8DK7qZ @EMvuenga","Global","EMvuenga"
"76",2020-06-26 09:04:01,"🎥Video Diaries from #Nairobi in times of #COVID19 🎥a @tmg_think initiative

Betty describes her struggle to feed her family without income #foodsecurity #nutrition
👉follow her story  https://t.co/ZVHZH0su3X 
👉more insights https://t.co/2ZMFcdpx7Y
#covid19foodfuture @lousvenja","Global","lousvenja"
"77",2020-06-26 08:50:07,"The city recognises innovation and technological advancements, they aim to enhance agrilogistics and market access... https://t.co/VIEWsabIst","Global","Other"
"78",2020-06-26 08:43:17,"#SOUTHAFRICA The Johannesburg City region budget for the year 2020/2021 was delivered,  highlighting the plan where they covered how the city plans to rebuild from  #COVID19 @ndomfuh_1 #Covid19foodfuture 

See pics https://t.co/PwfcpS3c0A","South Africa","ndomfuh_1"
"79",2020-06-26 06:35:50,"#Ethiopia - The impact of COVID 19 on smallholder rice farmers will be clearer in the next production season, where it is expected to be shortage of hired labour due to labour mobility restrictions. #Covid19FoodFuture @YaredTesema1 https://t.co/VYJIgiAgiF","Ethiopia","YaredTesema1"
"80",2020-06-26 06:35:50,"#Ethiopia - This led to local retailers/wholesalers that processors reduced production and bought paddy to stockpile them at private storehouses.and increase the price by hoarding rice in stockpile. #Covid19FoodFuture @YaredTesema1","Ethiopia","YaredTesema1"
"81",2020-06-26 06:35:49,"#Ethiopia - Rice farmers traveling to Wereta town indicated that farmers in rural areas are not willing to sell their paddy to processors, even though unit prices were higher during the lockdown. https://t.co/uWuBjoLk7Y #Covid19FoodFuture @YaredTesema1 https://t.co/Co9hK53mdu","Ethiopia","YaredTesema1"
"82",2020-06-26 06:08:53,"🧆Eat local &amp; seasonal foods that use #land &amp; #water efficiently &amp; emit less greenhouse gases.🌬

🥙Local #food has wide-ranging benefits for local economy, community regeneration, #health &amp; #environment

🍛https://t.co/UC1wT0JR3g

🥗#Covid19FoodFuture @AmandaNamayi

📷Courtesy https://t.co/rObH4nmZln","Global","AmandaNamayi"
"83",2020-06-26 06:08:39,"🦠#Covid19 &amp; economic disruption has exposed the fragilities of our #food &amp; ecosystems, threatening #foodsecurity, #nutrition, #health &amp; livelihoods.

🦠https://t.co/DPd3UWtjVA

🦠#2020WDCD @wef #Covid19FoodFuture @AmandaNamayi","Global","AmandaNamayi"
"84",2020-06-26 06:08:32,"🦠Novel #Covid19 emergence reinforces the need to support integrated #foodsystems that promote #biodiversity and long-term sustainability, says independent researcher @DHRasolt

🥒https://t.co/iNlphpzQNc

🥒@WLE_CGIAR #Covid19FoodFuture @AmandaNamayi","Global","AmandaNamayi"
"85",2020-06-26 06:08:28,"#SoilErosion inhibits our ability to grow nutritious food as it decreases the nutrients available to crops. This poses a great threat to #foodsecurity!

Read more 👉🏽 https://t.co/3uHCsF0on0

#Covid19FoodFuture @AmandaNamayi

📷@AgroCaresAfrica https://t.co/gVJtCZ3g4n","Global","AmandaNamayi"
"86",2020-06-25 22:13:51,"Nigeria has substantially increased domestic rice production in recent years. Could this pandemic be an opportunity to increase local production? https://t.co/82Z4D1TY3D 

@miss_abimbola #Covid19FoodFuture","Nigeria","miss_abimbola"
"87",2020-06-25 22:11:57,"To help alleviate problems in the country, the Central Bank of Nigeria (CBN) has announced a freeze on loan repayments for farmers and small businesses. 

https://t.co/nxGmO09KRn 

@miss_abimbola #Covid19FoodFuture","Nigeria","miss_abimbola"
"88",2020-06-25 22:09:35,"The creativity shown in people’s response to Covid-19 disruption indicates that a window may have opened to enable African countries to make the most of its natural resources. https://t.co/obYiX9h6Ky

 @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"89",2020-06-25 17:06:22,"NIGERIA - At the best of times, smallholders face numerous challenges and #COVID19 has added hugely to the burden. How are the private sector and institutions helping farmers with access to inputs and other palliatives? https://t.co/i2H6YOoWGu #Covid19FoodFuture @JohnAgboola_ https://t.co/P5Vn30Qp6D","Nigeria","JohnAgboola_"
"90",2020-06-25 17:02:20,"GLOBALLY – The COVID-19 pandemic has revealed the vulnerabilities and failures of our food systems, and the urgent need to build back better. #COVID19 pandemic response is a call to action for all stakeholders.
https://t.co/LpVr5lKTJX #Covid19FoodFuture @JohnAgboola_

📷WeTracker https://t.co/55jW4Y1fw5","Global","JohnAgboola_"
"91",2020-06-25 17:01:07,"How can we reimagine and redesign our food systems in the face of Covid-19? -

✔️Re-think supply chains.
✔️Connect the dots between environment and food policy
✔️Strengthen, democratize and localize food systems planning
https://t.co/LpVr5lKTJX #Covid19FoodFuture @JohnAgboola_ https://t.co/zvgYEnJ5AR","Global","JohnAgboola_"
"92",2020-06-25 15:08:02,"🇲🇬1230 tonnes de vanille exporté cette année, une nette progression malgré les contraintes imposées par l'état d'urgence sanitaire explique le ministre de l'industrie du commerce et de l'artisanat. 
👉https://t.co/xRWjrSzRQI 

#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"93",2020-06-25 15:07:15,"Quelles potentialités possède #Madagascar en matière de huiles essentielles? Cette filière reste encore à promouvoir et pouvant être un des piliers de l'économie vert du pays. Lire cet article pour plus d'informations 
👉https://t.co/i8uS7rfNGG 

#Covid19FoodFuture @Maya_disraeli","Madagascar","mayadisraeli"
