"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1258770873819029505","https://twitter.com/CovidFoodFuture/status/1258770873819029505","#Madagascar 🇲🇬 - The success of hybrid rice🌾 cultivation is looming - @FAOMadagascar. Post-#Covid19 recovery - This variety at the heart of strategy to stimulate rice production 🌾

👉https://t.co/JRBOOLcW9b

#Covid19FoodFuture #Rice #FAO @MalalaOnisoa
📷https://t.co/t7O66Gp5yx https://t.co/F5dtVXKPDs","2020-05-08 14:48 +0000","982.0","35.0","0.035641547861507125","12.0","0.0","14.0","0.0","1.0","0.0","5.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258769027742273536","https://twitter.com/CovidFoodFuture/status/1258769027742273536","La résilience de nos communautés face à cette crise #Covid-19 doit être accompagnée par l'Etat à travers des interventions hautement stratégiques en ce qui concerne la distribution, la gestion et la subvention des intrants.
#Covid19FoodFuture @yadeyacine https://t.co/FD011DsAAq","2020-05-08 14:41 +0000","924.0","41.0","0.044372294372294376","9.0","0.0","7.0","3.0","0.0","0.0","7.0","0.0","0","0","0","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258763269591969792","https://twitter.com/CovidFoodFuture/status/1258763269591969792","#Madagascar – Despite #Covid19 and the drought, according to @IPCinfo, 554,000 people will be threatened by food insecurity in the most vulnerable districts of the South between April-July 2020.👇

📌https://t.co/exRO7vR9hc

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷 @PamMadagascar https://t.co/kfLQ4smbww","2020-05-08 14:18 +0000","693.0","24.0","0.03463203463203463","5.0","0.0","7.0","3.0","0.0","0.0","6.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258758112900722689","https://twitter.com/CovidFoodFuture/status/1258758112900722689","Le #COVID19 menace l'agriculture et les systèmes alimentaires, surtout pour l'Afrique subsaharienne. Dans un tel contexte, l'agriculture digitale représente une lueur d'espoir. Plus de détails dans ce blog du @CTAflash. @ed_sango #Covid19FoodFuture
👇🏾
https://t.co/MTfsbBpmnI","2020-05-08 13:58 +0000","502.0","18.0","0.035856573705179286","2.0","0.0","6.0","4.0","4.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258756836439789568","https://twitter.com/CovidFoodFuture/status/1258756836439789568","#Malawi- a report by @AFAPPartnership shows that #Covid_19 has also affected market access due to transportation challenges and closure of some markets as shared here 👉 https://t.co/GJ5RS2KmgT
#Covid19FoodFuture @kanyemba_nellie","2020-05-08 13:53 +0000","622.0","13.0","0.02090032154340836","4.0","0.0","6.0","0.0","0.0","1.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258756666184601600","https://twitter.com/CovidFoodFuture/status/1258756666184601600","Drop in fuel prices may also contribute to reduced prices of food and other essentials on the market.","2020-05-08 13:52 +0000","291.0","5.0","0.01718213058419244","2.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258756661038235652","https://twitter.com/CovidFoodFuture/status/1258756661038235652","Malawi- Reduction in fuel prices will in a way positively affect agricultural supply chain as most agricultural produce are distributed mainly by road transport hence fuel decrease could lead to improved profitability of producers.
#Covid19FoodFuture @kanyemba_nellie","2020-05-08 13:52 +0000","677.0","11.0","0.01624815361890694","3.0","1.0","5.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258755504580501504","https://twitter.com/CovidFoodFuture/status/1258755504580501504","How can Sustainable food systems be built starting from the farmer all through to the consumer?, lets learn from this article 👉://bit.ly/2L6tBWx
#Covid19FoodFuture @kanyemba_nellie","2020-05-08 13:47 +0000","610.0","13.0","0.021311475409836064","4.0","0.0","7.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258741507986804741","https://twitter.com/CovidFoodFuture/status/1258741507986804741","Le #Covid19 est perturbateur des activités essentielles aux besoins humains comme l’agriculture, les systèmes alimentaires menaçant les moyens d’existence des personnes. Au #Benin, on se prépare pour une reprise progressive des activités. @josherbert25
#covid19foodfuture https://t.co/gnGEBNJRwz","2020-05-08 12:52 +0000","743.0","14.0","0.018842530282637954","6.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258725459065438209","https://twitter.com/CovidFoodFuture/status/1258725459065438209","#Covid19foodfuture It is worrisome for food security where  homes look so much to old people pension pay as a provider of food in homes.  Unemployment, Food insecurity and overall economy, SA working class cannot sustain itself and or is Covid19 the factor? @ndomfuh_1 https://t.co/Nkm1Ap32ai","2020-05-08 11:48 +0000","441.0","24.0","0.05442176870748299","4.0","0.0","6.0","5.0","0.0","1.0","4.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258705270764646400","https://twitter.com/CovidFoodFuture/status/1258705270764646400","#SouthAfrica The past few days was the old people pension pay release day. Old people in parts of the country did not receive the pay. They had to wait the whole day without being notified what the problem is. It is also noticeable how unusually packed it was with lines&amp; queues.. https://t.co/P7FKwV0pt1","2020-05-08 10:28 +0000","1831.0","110.0","0.060076460950300385","8.0","1.0","15.0","1.0","0.0","1.0","20.0","0.0","0","0","0","0","0","64","64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258691173658566658","https://twitter.com/CovidFoodFuture/status/1258691173658566658","With the closure of state borders, farmers in the tomato-growing belt are experiencing difficulties in getting their crop to the market. 

Read about the impact of #Covid19 lockdown on the distribution of tomato here -  https://t.co/3192ZJgPho 

@miss_abimbola #Covid19FoodFuture","2020-05-08 09:32 +0000","1763.0","69.0","0.039137833238797506","18.0","1.0","24.0","8.0","14.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258683171559915520","https://twitter.com/CovidFoodFuture/status/1258683171559915520","Mama Put – also known as “mistresses of spice” is a core part of Nigeria’s food industry, and the broader hospitality and agricultural sectors. 

Read how #Covid19 is affecting her lifestyle here -

 https://t.co/i5i2zT38yK @miss_abimbola #Covid19FoodFuture","2020-05-08 09:00 +0000","1116.0","51.0","0.0456989247311828","8.0","0.0","16.0","1.0","19.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258658119212838914","https://twitter.com/CovidFoodFuture/status/1258658119212838914","La croissance démographique des villes a aussi des impacts sur la disponibilité et l’accès à l’eau pour l’irrigation des cultures, surtout en cette période de pandémie de #Covid19.
#Covid19FoodFuture @yadeyacine https://t.co/8tKXaMn0hM","2020-05-08 07:20 +0000","819.0","37.0","0.045177045177045176","6.0","0.0","14.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","12","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258491570766127104","https://twitter.com/CovidFoodFuture/status/1258491570766127104","🍅#Kenya Urban farming also addresses food safety issues.

🍅As households can practice organic farming or safe pesticide use such as adhering to post harvest intervals and minimise environment contaminants such as water quality.

 🍅#Covid19FoodFuture @sharonjcheboi https://t.co/CCOmIXTTfa","2020-05-07 20:19 +0000","1052.0","66.0","0.06273764258555133","9.0","0.0","13.0","4.0","0.0","0.0","5.0","0.0","0","0","0","0","0","35","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258490099131613185","https://twitter.com/CovidFoodFuture/status/1258490099131613185","🌶#Kenya It helps households actualise their right to food and cushion themselves against vulnerabilities such as #Covid19.

#Covid19FoodFuture @sharonjcheboi https://t.co/R5kOhF9ZPu","2020-05-07 20:13 +0000","645.0","42.0","0.06511627906976744","4.0","1.0","7.0","0.0","1.0","0.0","2.0","0.0","0","0","0","0","0","27","27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258489711489843201","https://twitter.com/CovidFoodFuture/status/1258489711489843201","🌶#Kenya Urban farming cushions a household against the variables in a market such as#COVID19KE disruptions.

🌶Entire dependence on food purchase increases risk of food
insecurity.

🌶Do you practice urban gardening of any crop?

#Covid19FoodFuture #Poll @sharonjcheboi","2020-05-07 20:11 +0000","1443.0","57.0","0.0395010395010395","10.0","1.0","9.0","0.0","0.0","0.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258467007810306053","https://twitter.com/CovidFoodFuture/status/1258467007810306053","A l’Est de la #RDC, #Kivu_Kuku_Poultry_Farm intensifie la production des poussins vaccinés 🐣 au grand bénéfice des petits éleveurs de poules dans cette partie du pays. Vidéo à suivre📽️
@EMvuenga #Covid19FoodFuture #Poultry https://t.co/eW4O0WpebS","2020-05-07 18:41 +0000","637.0","20.0","0.03139717425431711","3.0","0.0","6.0","0.0","0.0","1.0","0.0","0.0","0","0","0","0","0","66","10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258465530975064066","https://twitter.com/CovidFoodFuture/status/1258465530975064066","RDC-Kongo Central: alors que les cas testés positifs au #Covid_19 ne cessent d’augmenter (https://t.co/l15rUYuhg9) dans cette province à vocation agricole, des mesures ciblées doivent être prises pour stabiliser la productivité des filières agricoles.@EMvuenga #Covid19FoodFuture","2020-05-07 18:35 +0000","449.0","7.0","0.015590200445434299","3.0","0.0","2.0","0.0","0.0","1.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258463505902194689","https://twitter.com/CovidFoodFuture/status/1258463505902194689","RDC- Semences: le Service National de Semence (SENASEM) devrait s’adapter au contexte actuel du #Covid_19 pour minimiser la pénurie.
@EMvuenga #Covid19FoodFuture","2020-05-07 18:27 +0000","643.0","13.0","0.02021772939346812","4.0","0.0","4.0","2.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258462625719095297","https://twitter.com/CovidFoodFuture/status/1258462625719095297","En RDC, la baisse du prix de carburant de 20% aura un impact positif en ce qui concerne l’accès à la mécanisation auprès des petits producteurs en cette période de  #Covid_19. 👉https://t.co/wdvRTZseMn 
@EMvuenga #Covid19FoodFuture","2020-05-07 18:24 +0000","418.0","7.0","0.01674641148325359","3.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258461098447159299","https://twitter.com/CovidFoodFuture/status/1258461098447159299","#RDC- #Covid_19: Le calvaire des maraîchers Kinois face aux mesures de riposte contre la pandémie. Un article d’@EMvuenga qui met en  lumière les contraintes d’accès au marché des produits des légumes dans la ville de Kinshasa. 👉https://t.co/Vi8HfQz4Ud 
#Covid19FoodFuture","2020-05-07 18:18 +0000","620.0","39.0","0.06290322580645161","6.0","0.0","12.0","0.0","17.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258460435164037121","https://twitter.com/CovidFoodFuture/status/1258460435164037121","Produit BADI: Farine de manioc et de maïs made in #RDC présentée au Ministre de l’Industrie dans le cadre du Programme Alimentaire d’Urgence exécuté par @cocodis. 👉https://t.co/m6fCUpiNbD 
@EMvuenga #Covid19FoodFuture","2020-05-07 18:15 +0000","379.0","9.0","0.023746701846965697","3.0","0.0","5.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258459020505108480","https://twitter.com/CovidFoodFuture/status/1258459020505108480","#RDC: Face à la dépréciation de la monnaie nationale📉 ainsi que l’inflation de prix 📈 de la provende, un appui ciblé aux éleveurs de porc 🐷garantira leur résilience  durant la crise due au #Covid_19.
@EMvuenga #Covid19FoodFuture","2020-05-07 18:09 +0000","404.0","9.0","0.022277227722772276","4.0","0.0","3.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258451056406691841","https://twitter.com/CovidFoodFuture/status/1258451056406691841","En cette période de crise sanitaire #Covid19, l’aménagement des espaces agricoles en milieu urbain est nécessaire pour les besoins alimentaires et nutritionnels.
#Covid19FoodFuture @yadeyacine https://t.co/7k0TJIJQ10","2020-05-07 17:38 +0000","1063.0","48.0","0.045155221072436504","7.0","1.0","14.0","3.0","0.0","0.0","4.0","0.0","0","0","0","0","0","19","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258446096742912000","https://twitter.com/CovidFoodFuture/status/1258446096742912000","NIGERIA – In view of the current #COVID19 pandemic in the country’s political-economic space &amp; the country over-dependence on crude oil, Nigeria needs to review its foreign policies &amp; strengthen the agricultural sector - https://t.co/3qRy6uk02K #Covid19FoodFuture @JohnAgboola_ https://t.co/zzP1Klj6hv","2020-05-07 17:18 +0000","2509.0","163.0","0.06496612196094062","6.0","0.0","8.0","2.0","2.0","1.0","3.0","0.0","0","0","0","0","0","141","141","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258445159588605952","https://twitter.com/CovidFoodFuture/status/1258445159588605952","NIGERIA - @AFEXNigeria reported - soybean has witnessed the steepest decline, falling by 13.55% while maize fell by 5.94% over the same period. Export crops like ginger and cocoa have gained 5.00% and 11.69% respectively. https://t.co/2HuZZE0XAm #Covid19FoodFuture @JohnAgboola_ https://t.co/L6ZSw8PaMm","2020-05-07 17:14 +0000","1714.0","87.0","0.050758459743290546","10.0","1.0","15.0","17.0","3.0","1.0","9.0","0.0","0","0","0","0","0","31","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258442972657520645","https://twitter.com/CovidFoodFuture/status/1258442972657520645","GLOBALLY – The commodities market has witnessed broad-based declines in value as 47 out of the 66 commodities tracked by the @WorldBank recorded declines with the energy index losing 44% of its value from the start of 2020. https://t.co/2HuZZE0XAm #Covid19FoodFuture @JohnAgboola_ https://t.co/JcJqLmpkq9","2020-05-07 17:06 +0000","484.0","13.0","0.026859504132231406","4.0","0.0","4.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258442909747236865","https://twitter.com/CovidFoodFuture/status/1258442909747236865","#KENYA- Despite govt directives to curb the spread of #COVID19, Kenyans are returning to work to provide their families with food and other essentials. People brave the outdoors because they have no choice: https://t.co/DW2jneTn4p #Covid19FoodFuture @olareeh https://t.co/X507ylasOe","2020-05-07 17:05 +0000","620.0","25.0","0.04032258064516129","6.0","0.0","7.0","1.0","0.0","0.0","8.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258442424059396096","https://twitter.com/CovidFoodFuture/status/1258442424059396096","#KENYA- The country faces a looming food shortage as maize reserves are projected to dry out by June amid #COVID19. Maize millers have called on the govt to increase the provided importation window to allow for more imports: https://t.co/AYN0HPxiAd #Covid19FoodFuture @olareeh https://t.co/QY04XbQo7y","2020-05-07 17:03 +0000","624.0","24.0","0.038461538461538464","7.0","0.0","4.0","2.0","2.0","0.0","3.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258439343351439360","https://twitter.com/CovidFoodFuture/status/1258439343351439360","L’agriculture urbaine constitue un filet de sécurité alimentaire et nutritionnelle pour les populations urbaines avec la restriction de la mobilité des personnes et la limitation de l’accès aux marchés en cette période de #Covid19.

#Covid19FoodFuture @yadeyacine https://t.co/iB6qlK7187","2020-05-07 16:51 +0000","804.0","34.0","0.04228855721393035","5.0","0.0","9.0","1.0","0.0","0.0","7.0","0.0","0","0","0","0","0","12","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258428371178082304","https://twitter.com/CovidFoodFuture/status/1258428371178082304","#Malawi- @AFAPPartnership has established that #Covid_19 has a significant negative impact on farmer's agricultural production and livelihood. The organization engaged 135 farmers from 9 districts in an assessment. 👉 https://t.co/GJ5RS2KmgT
#Covid19FoodFuture @kanyemba_nellie","2020-05-07 16:07 +0000","551.0","14.0","0.025408348457350273","5.0","0.0","2.0","0.0","0.0","2.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258428045893029888","https://twitter.com/CovidFoodFuture/status/1258428045893029888","#Malawi- #Covid_19 has also affected various processes in agricultural production like harvesting due to increased labor costs as shared in this report👉 https://t.co/GJ5RS2KmgT
#Covid19FoodFuture @kanyemba_nellie","2020-05-07 16:06 +0000","628.0","16.0","0.025477707006369428","3.0","0.0","2.0","0.0","0.0","0.0","11.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258427694678753280","https://twitter.com/CovidFoodFuture/status/1258427694678753280","#Covid19 has to date negatively affected those in the agricultural supply chain system. @AFAPPartnership shares a story of an agro based businessman Peter Mawindo from Dedza #Malawi here👉 https://t.co/cSPWnP9oKJ
#Covid19FoodFuture @kanyemba_nellie","2020-05-07 16:05 +0000","421.0","8.0","0.019002375296912115","3.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258411302868987905","https://twitter.com/CovidFoodFuture/status/1258411302868987905","#Ethiopia - Different media are doing reports on urban agriculture. It encourages residents to try it while they are at home. Perhaps after #Covid-19 they will still continue these activities to provide food on their table. #Covid19FoodFuture @YaredTesema1","2020-05-07 15:00 +0000","686.0","14.0","0.02040816326530612","5.0","0.0","4.0","1.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258411222350860295","https://twitter.com/CovidFoodFuture/status/1258411222350860295","#Ethiopia - Residents are getting distracted by the low number of #Covid-19 case, while the number of people that don’t have a travel history are showing an increase. Source: https://t.co/4qmvmz0y1S #Covid19FoodFuture @YaredTesema1 https://t.co/frIx2IZozD","2020-05-07 14:59 +0000","311.0","9.0","0.028938906752411574","2.0","0.0","2.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258409662782648321","https://twitter.com/CovidFoodFuture/status/1258409662782648321","#Burkina : Un cargo embarque 70 tonnes de mangues à Bobo pour l’Europe au grand bonheur des acteurs de la filière touchée par le #COVID19. Ces derniers n’arrivaient plus à exporter depuis la suspension des vols commerciaux @ed_sango #Covid19FoodFuture
🔗  https://t.co/zyaLmnXW29","2020-05-07 14:53 +0000","392.0","10.0","0.025510204081632654","2.0","0.0","3.0","0.0","1.0","0.0","2.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1258392476651528198","https://twitter.com/CovidFoodFuture/status/1258392476651528198","Face au ralentissement du trafic des produits agricole dû au confinement pour limiter la propagation du #Covid19, la vente en ligne/E-commerce des fruits&amp;légumes commencent à submerger les réseaux sociaux à #Madagascar
👉https://t.co/PMvMwSyrTa
#Covid19FoodFuture @MalalaOnisoa 🇲🇬","2020-05-07 13:45 +0000","524.0","18.0","0.03435114503816794","4.0","0.0","7.0","1.0","1.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
