"","date","full_text","country","participant"
"67",2020-06-22 14:56:04,"RDC- Alors que le pays proroge pour la 5ème fois l'État d’urgence, quel sera les sorts des dealers ambulantes des produits agricoles ? @EMvuenga #Covid19FoodFuture https://t.co/D2vhq8GV4P","DRC","EMvuenga"
"68",2020-06-22 14:33:15,"AFRICA- Les effets du #Covid19 pourraient faire passer de 14 à 23 M de personnes souffrant d’insécurité alimentaire en Afrique de l’Est. Cette crise révèle la nécessité de renforcer la résilience des systèmes alimentaires. https://t.co/Noae5YYoiR @EMvuenga #Covid19FoodFuture","Global","EMvuenga"
"69",2020-06-22 14:30:09,"RDC- Le gouvernement a adopté, au conseil des ministres du vendredi 19 juin, le plan national de relance agricole (PNRA). Il est évalué à 4,4 millions USD et va s'étendre sur 3 ans. https://t.co/LNT0t8G8Vx @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"70",2020-06-22 12:59:32,"#Covid19 au #Bénin : le Gouvernement prend des mesures sociales pour soutenir les populations.
Lire cet article de @josherbert25 pour en savoir + 
https://t.co/naInwzWGIY
#wasexo @gouvbenin 
#covid19foodfuture","Benin","josherbert25"
"71",2020-06-22 10:49:07,"Thème: Impact des crises sanitaires &amp; sécuritaires sur les activités du secteur des ressources animales et halieutiques : défis &amp; perspectives. L'objectif est d'améliorer les indicatifs du secteur.

Source: Page Facebook du ministère de l'élevage

@EdoSango #Covid19FoodFuture https://t.co/gJmk2Qj3jQ","Global","ed_sango"
"72",2020-06-22 10:48:56,"(2/2) Au vu de la place de l'élevage dans l'économie nationale, le ministère des ressources animales et halieutiques a réuni les acteurs étatiques et non étatiques, dans le cadre de la 1ere session du conseil d'administration du secteur ministériel. 
@EdoSango #Covid19FoodFuture","Global","ed_sango"
"73",2020-06-22 10:48:56,"🐄 le bradage des moyens d'existence dû à la fermeture des marchés, à l'effondrement de la demande et des prix du bétail ;
🐄 et l'accroissement des inégalités sociales 
@EdoSango @gouvernementBF
#Covid19FoodFuture","Global","ed_sango"
"74",2020-06-22 10:48:55,"On note: 
🐄 une réduction du mouvement du bétail qui sont de plus en plus concentrés sur des espaces réduits
🐄 la pénurie d'eau, de fourrage et la propagation communautaire de la #COVID19 du fait des grands regroupements
@EdoSango @gouvernementBF
#Covid19FoodFuture","Global","ed_sango"
"75",2020-06-22 10:48:55,"(1/2) Burkina - Les acteurs de l'élevage sont directement frappés tant dans leurs modes de vie que sur leurs moyens d'existence et de résilience par la #COVID19. 
@EdoSango @gouvernementBF
#Covid19FoodFture","Burkina Faso","ed_sango"
"76",2020-06-22 10:41:43,"Les effets de la #Covid19 pourraient passer de 14 à 23 millions de personnes souffrant d’insécurité alimentaire en Afrique de l’Est. De plus, la crise révèle la nécessité de renforcer la résilience des systèmes alimentaires.
https://t.co/76N09suwAD
#Covid19FoodFuture @yadeyacine https://t.co/tLPfvWZlNg","Global","YadeYacine"
"77",2020-06-22 10:23:09,"Burkina - La campagne agricole 20-21 est placé sous le signe d’adaptation au #COVID19 pour assurer la sécurité alimentaire. Le monde rural par la Confédération Paysanne du Faso fait des suggestions et exprime ses inquiétudes. https://t.co/NLXFIC30tj
 @EdoSango #Covid19FoodFuture","Burkina Faso","ed_sango"
"78",2020-06-22 08:45:08,"#Africa 🌍 - #Covid19 and the Future of work in Africa : How to shore up incomes for informal sector workers. @BrookingsGlobal | @LouiseFox_econ | @LandrySigne

📍 https://t.co/eJcTkerAc2 

#Covid19FoodFuture @MalalaOnisoa","Global","MalalaOnisoa"
"79",2020-06-22 08:41:32,"#Africa 🌍 – From Charity to fair chances : Spotlight on #SocialProtection during #Covid19. @INCLUDEplatform | @CasparSwinkels | Hannah Itcovitz

👉 https://t.co/eOjTsQp9HV

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Global","MalalaOnisoa"
"80",2020-06-22 08:36:06,"#MADAGASCAR – Le Post-#Covid19 sera le moment opportun de lancer sur la scène régionale les produits #VitaMalagasy.

📌  https://t.co/ClcOHna1B3

#Covid19FoodFuture #MadeInMadagascar @MalalaOnisoa 🇲🇬","Madagascar","MalalaOnisoa"
"81",2020-06-22 08:33:07,"L’envol de l’agriculture Africaine qui souffre déjà de pertes de débouchés, de problèmes logistiques, de la qualité des sols etc. est de nouveau sous l’œil du cyclone de la pandémie #Covid19.
https://t.co/DttbQxyaHr
#Covid19FoodFuture  @yadeyacine https://t.co/hsAYmWVnE7","Global","YadeYacine"
"82",2020-06-22 08:32:13,"Cette pandémie #Covid19 constitue un choc pour les exportations agricoles africaines, estiment deux études. Mais la pandémie pourrait être une chance pour les cultures vivrières locales.
https://t.co/DttbQxyaHr
#Covid19FoodFuture @yadeyacine https://t.co/8hBKqVsz4f","Global","YadeYacine"
"83",2020-06-21 15:58:22,"#Africa 🌍 - #Covid19 as an amplifier of #Youth employment challenges in Africa: Implications for #Research. @INCLUDEplatform | @IDRC_CRDI | @ILOYouth | @MylBordeleau | @ahkazimierczuk

📌 https://t.co/ePEfoXecaG

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📸 @ilo https://t.co/36lR46AQ9J","DRC","MalalaOnisoa"
"84",2020-06-21 15:49:18,"#AFRICA 🌍 – Safeguarding Africa’s #FoodSecurity in the age of #Covid19. @IMFNews | Pritha Mitra | @SeungMoChoi. See more here ⬇️⬇️

🔗 https://t.co/noBXCEqOpx

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Global","MalalaOnisoa"
"85",2020-06-21 15:43:34,"#AFRICA 🌍 – It is time to stop #hunger from becoming more deadly than the Virus? @AGRAAlliance. Read more the virtual press briefing here 👇👇

📍https://t.co/jmPNKmEApL 

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📸 https://t.co/QG0mCfwfbv https://t.co/KmFHVglOGo","Global","MalalaOnisoa"
"86",2020-06-21 14:53:24,"RDC- En cette période de pullulation de le « Pseudo Peste Aviaire » dans le secteur avicole, le service de vaccination national devrait soutenir les petits éleveurs pour la vaccination de leurs sujets. @EMvuenga #Covid19FoodFuture https://t.co/d0UvLZctGC","DRC","EMvuenga"
"87",2020-06-21 14:14:06,"🇨🇩RDC : À la riposte sanitaire contre la pandémie, s’ajoute le programme agricole d’urgence d’intervention post-Covid19 pour relancer et consolider les systèmes alimentaires. https://t.co/xRL2ffe2Uo @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"88",2020-06-21 14:12:37,"AFRICA- L’inflation des prix d’engrais en RDC, dépréciation de la filière au Madagascar, … découvrez des récits passionnants cette semaine concernant l’impact de #Covid_19 sur les systèmes alimentaires grâce à l’initiative #Covid19FoodFuture.
https://t.co/601RsP7ltD  @EMvuenga","DRC","EMvuenga"
